Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,130,yes,yes,no,yes,male,no,26,no,2,6,20,4,12.5,0,1,6,16,3,10,0,15.5,2.8,-4.06,Dropout
single,Change of course,second choice,Equinculture,daytime,Secondary education,156,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,156,no,no,yes,no,male,no,24,no,0,6,11,5,11.8333333333333,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",126.1,yes,no,no,no,male,no,27,no,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,110,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,120,no,no,yes,no,male,no,27,no,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
single,Change of course,second choice,Communication Design,daytime,Secondary education,108,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",105.2,yes,no,no,yes,male,no,25,no,11,17,18,13,11.5384615384615,0,10,15,15,10,12.4,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,137.8,yes,no,no,yes,male,yes,19,no,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,sixth choice,Informatics Engineering,daytime,Secondary education,123,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,116,yes,no,yes,no,male,no,20,no,0,5,5,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
single,Technological specialization diploma holders,second choice,Equinculture,daytime,Technological specialization course,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,150,yes,no,no,no,female,no,22,no,1,6,10,3,12.6666666666667,0,0,6,7,0,0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,fifth choice,Advertising and Marketing Management,daytime,Secondary education,125,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",118,yes,no,no,yes,female,no,19,no,0,6,7,6,14.4285714285714,0,0,6,8,6,15,2,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,third choice,Social Service,daytime,Secondary education,121,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,cleaning workers,"Skilled construction workers and the like, except electricians",119.3,yes,no,yes,yes,female,no,20,no,0,6,7,6,12.6666666666667,0,0,6,7,6,11.8333333333333,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,140,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",146.3,yes,no,no,yes,female,yes,18,yes,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
single,Over 23 years old,second choice,Journalism and Communication,daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Intermediate Level Technicians and Professions,161.5,no,no,no,yes,male,no,36,no,0,6,7,6,15.2857142857143,0,0,6,6,6,16.5,0,10.8,1.4,1.74,Graduate
single,International student (bachelor),second choice,Management,daytime,Secondary education,140,Santomean,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Bachelor's Degree,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Administrative staff,140,no,no,yes,yes,male,no,19,yes,0,5,12,3,10.5,0,0,5,8,4,11.25,0,12.4,0.5,1.79,Graduate
single,Short cycle diploma holders,second choice,Management,daytime,Professional higher technical course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",142.2,no,no,no,yes,male,yes,21,no,6,11,11,11,12.6363636363636,0,3,9,11,9,12.6,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,129.2,yes,no,no,yes,female,no,26,no,0,5,6,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,140,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,100,no,no,yes,no,female,no,29,yes,3,9,9,3,14.3333333333333,0,1,7,8,1,14,0,15.5,2.8,-4.06,Dropout
single,Holders of other higher courses,second choice,Nursing,daytime,Higher education - degree,140,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140,no,no,no,yes,male,no,27,no,0,7,0,0,0,0,0,8,0,0,0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,136.9,yes,no,no,yes,female,yes,19,no,0,6,7,6,13.5,0,0,6,7,6,14.4285714285714,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,fourth choice,Journalism and Communication,daytime,Secondary education,149,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Student,Student,148.7,no,no,no,no,male,no,20,no,0,4,4,0,0,0,0,4,8,0,0,0,10.8,1.4,1.74,Dropout
married,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",133,no,no,no,yes,male,no,33,no,3,9,11,9,12.8,0,2,7,9,7,11.4285714285714,0,12.7,3.7,-1.7,Graduate
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Other - 11th Year of Schooling,Unskilled Workers,Unskilled Workers,150,no,no,yes,yes,male,no,35,no,0,5,6,5,10.8,0,0,5,7,5,12,2,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",98,yes,no,no,yes,male,no,23,no,0,5,8,4,11.4,0,0,5,7,4,11,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,125,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.4,yes,no,no,yes,male,no,19,no,0,7,7,7,13.7257142857143,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,sixth choice,Communication Design,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,112,yes,no,no,yes,male,yes,21,no,0,6,6,6,13.5,0,0,6,6,6,11.1666666666667,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,second choice,Nursing,daytime,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",143.8,no,no,no,yes,male,no,27,no,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,Dropout
single,Holders of other higher courses,third choice,Nursing,daytime,Higher education - degree,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,138,no,no,no,yes,male,no,28,no,0,7,7,7,14.1142857142857,0,0,8,9,8,15.9111111111111,0,16.2,0.3,-0.92,Dropout
married,Over 23 years old,second choice,Social Service,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Administrative staff,103.5,no,no,no,yes,male,no,42,no,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
single,Holders of other higher courses,second choice,Management (evening attendance),evening,Higher education - degree,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140,no,no,no,yes,male,no,27,no,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,116,Portuguese,Higher Education - Degree,Higher Education - Degree,Student,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",108.7,yes,no,no,yes,male,no,23,no,0,6,9,4,11.25,1,0,6,10,0,0,4,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,fourth choice,Tourism,daytime,Secondary education,118,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,115.9,yes,no,no,yes,male,yes,18,no,0,6,7,6,12.1428571428571,0,0,6,8,6,11.3333333333333,0,8.9,1.4,3.51,Graduate
married,Over 23 years old,second choice,Nursing,daytime,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Administrative staff,127.3,no,no,no,yes,male,no,26,no,0,8,8,7,13.0757142857143,0,0,8,8,7,13.0757142857143,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,fifth choice,Management,daytime,Secondary education,146,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Armed Forces Professions,138.7,no,no,no,yes,male,no,18,no,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,150,Portuguese,Higher Education - Degree,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,135.8,no,no,yes,yes,male,no,29,no,1,5,9,3,11,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,137,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",134.6,yes,no,no,yes,male,no,22,no,0,6,16,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,134,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,132.8,yes,no,no,yes,female,yes,19,no,0,8,8,7,13.5128571428571,0,0,8,8,7,13.5128571428571,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,160,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",155.5,yes,no,no,yes,female,yes,18,no,0,6,7,6,12.8333333333333,0,0,6,6,6,12.1666666666667,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,fourth choice,Veterinary Nursing,daytime,Secondary education,126,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,132,yes,no,no,yes,female,yes,18,no,0,5,8,3,15,2,0,5,9,3,11.6666666666667,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,second choice,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,110,no,no,yes,no,female,no,40,no,0,6,12,5,12.8,0,0,6,16,3,13.3333333333333,0,11.1,0.6,2.02,Dropout
single,2nd phase - general contingent,fourth choice,Tourism,daytime,Secondary education,114,Santomean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Intermediate Level Technicians and Professions,127.3,yes,no,yes,no,female,no,20,yes,0,6,14,3,12.3333333333333,0,0,6,16,0,0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,139,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",126,yes,no,no,yes,male,no,18,no,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,Dropout
single,Change of course,third choice,Social Service (evening attendance),evening,Higher education - degree,130,Portuguese,Unknown,Unknown,Student,Student,130,no,no,no,yes,male,no,31,no,8,12,21,12,12.3333333333333,0,6,10,13,7,13.2857142857143,2,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,third choice,Management,daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,118.8,no,no,no,yes,male,yes,18,no,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate
single,Change of course,third choice,Advertising and Marketing Management,daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,127.6,yes,no,no,yes,male,no,22,no,4,6,6,6,11.8333333333333,0,0,6,11,4,11.1428571428571,0,10.8,1.4,1.74,Dropout
single,Change of institution/course,second choice,Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",112.1,no,no,yes,no,male,no,38,no,0,5,5,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
single,Change of course,second choice,Management (evening attendance),evening,Higher education - degree,130,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,130,no,no,no,yes,male,no,33,no,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,127,Portuguese,Higher Education - Degree,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",121.4,no,no,no,yes,male,no,18,no,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
single,Change of institution/course,second choice,Management (evening attendance),evening,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,120.6,yes,no,no,yes,male,no,27,no,2,6,6,6,12.3333333333333,0,0,5,5,5,13,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,second choice,Tourism,daytime,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,126.5,no,no,no,yes,male,no,26,no,0,6,7,6,12.4285714285714,0,0,6,6,6,12.8333333333333,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,127,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120.2,yes,no,no,yes,female,yes,19,no,0,7,7,7,12.7657142857143,0,0,8,9,8,13.5444444444444,0,12.4,0.5,1.79,Graduate
married,Change of institution/course,second choice,Nursing,daytime,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120,no,no,no,yes,male,no,44,no,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,third choice,Management,daytime,Secondary education,142,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,137.5,yes,no,no,yes,male,no,19,no,0,5,10,5,12,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,Graduate
single,3rd phase - general contingent,second choice,Communication Design,daytime,Secondary education,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",127.9,yes,no,no,yes,male,no,20,no,0,6,6,0,0,0,0,6,6,0,0,0,9.4,-0.8,-3.12,Dropout
divorced,Change of course,second choice,Management (evening attendance),evening,Secondary education,164,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",131.8,no,no,no,yes,female,no,31,no,7,14,19,13,11.3571428571429,0,9,14,14,13,12,1,9.4,-0.8,-3.12,Graduate
single,Change of course,second choice,Communication Design,daytime,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,129,yes,no,no,yes,female,no,25,no,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,fifth choice,Journalism and Communication,daytime,Secondary education,127,Portuguese,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,115.8,yes,no,yes,no,female,no,19,no,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,fourth choice,Nursing,daytime,Secondary education,140,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,126.4,yes,no,no,yes,female,no,18,no,0,7,7,7,13.8842857142857,0,0,8,9,8,14.75,0,11.1,0.6,2.02,Dropout
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,112.9,no,no,no,yes,female,no,24,no,0,6,12,2,11.6666666666667,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,120,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,111.6,no,no,no,yes,female,no,20,no,0,6,6,6,14.5,0,0,6,6,6,12.6666666666667,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,second choice,Tourism,daytime,Secondary education,160,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,152,no,no,no,yes,female,no,18,no,0,6,7,6,14.7142857142857,0,0,6,7,6,14.1666666666667,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,141,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",132.6,no,no,no,yes,female,yes,18,no,0,6,7,6,13.2857142857143,0,0,6,6,6,14.3333333333333,0,12.4,0.5,1.79,Graduate
single,Holders of other higher courses,second choice,Nursing,daytime,Higher education - degree,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",120,no,no,yes,no,female,no,28,no,0,7,7,0,0,7,0,7,7,0,0,7,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,162,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,142.8,no,no,yes,yes,female,no,18,no,0,6,10,5,13,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,124.8,no,no,no,yes,female,yes,18,no,0,6,9,6,11.5,0,0,6,11,5,14,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,134,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,126.3,yes,no,no,yes,female,yes,18,no,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,119,yes,no,no,no,female,yes,19,no,0,5,7,3,10.6666666666667,0,0,5,10,3,12.2857142857143,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,137,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,124.9,no,no,no,yes,female,yes,19,no,0,7,11,6,13.8875,0,0,8,9,8,14.8644444444444,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,cleaning workers,"Unskilled workers in agriculture, animal production, fisheries and forestry",118,no,no,yes,yes,female,yes,20,no,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate
married,Change of course,second choice,Social Service (evening attendance),evening,Secondary education,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,100,no,no,no,yes,female,no,34,no,9,11,17,9,12.3333333333333,0,3,7,12,7,12.1428571428571,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,fourth choice,Nursing,daytime,Secondary education,133,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",130.8,yes,no,no,yes,female,no,19,no,0,8,8,8,13.4275,0,0,8,8,8,13.4275,0,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,second choice,Communication Design,daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,110,yes,no,no,yes,female,no,24,no,0,6,6,6,15.1666666666667,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,Graduate
single,Ordinance No. 854-B/99,second choice,Journalism and Communication,daytime,Secondary education,151,Cape Verdean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,"Personal Services, Security and Safety Workers and Sellers",151,yes,no,no,yes,female,no,18,yes,0,6,12,0,0,1,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,second choice,Equinculture,daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,131,yes,no,no,yes,male,no,19,no,0,5,11,2,10.5,2,0,5,9,0,0,3,10.8,1.4,1.74,Dropout
